"","x"
"167","ZC3H13"
"168","KIF5B"
"169","DCN"
"170","ETNPPL"
"171","SSFA2"
"172","PNN"
"173","APC"
"174","JPX"
"175","GCK"
"176","CX3CR1"
"177","CARNS1"
"178","KMT2E"
"179","UTRN"
"180","TTC37"
"181","NFIB"
"182","DNM1L"
"183","ASH1L"
"184","COMMD6"
"185","ATP1B2"
"186","ANTXR1"
"187","NSRP1"
"188","MT-ATP8"
"189","FAM133B"
"190","CCDC152"
"191","RPS14"
"192","NAP1L1"
"193","RPL27A"
"194","BCAN"
"195","BHLHE41"
"196","ZC3H6"
"197","CBX7"
"198","RAB31"
"199","SLC1A2"
"200","MSI2"
"201","TYROBP"
"202","SEMA6A"
"203","SORBS1"
"204","C1QA"
"205","SERPINI1"
"206","ROCK1"
"207","NCAN"
"208","TBC1D10B"
"209","TPT1"
"210","JAM2"
"211","ELAVL3"
"212","DTNA"
"213","NIPAL3"
"214","S100A10"
"215","TREM2"
"216","MOB1B"
"217","BRWD1"
"218","SCIN"
"219","BCCIP"
"220","SENP5"
"221","BPTF"
"222","RAB3IP"
"223","PRPF38B"
"224","CCNI"
"225","SDE2"
"226","ERLIN2"
"227","PPIG"
"228","ZEB1"
"229","OLA1"
"230","FAM198B"
"231","CHMP5"
"232","STARD7"
"233","CEP170"
"234","SERINC1"
"235","SNU13"
"236","TROVE2"
"237","LINC00320"
"238","RAB13"
"239","ZCRB1"
"240","AL359091.1"
"241","TAF13"
"242","OLIG1"
"243","TUBB2A"
"244","ID2"
"245","EIF3E"
"246","SLC3A2"
"247","FAM204A"
"248","NUDT21"
"249","MRPS33"
"250","EMX2"
"251","LSAMP"
"252","RNASE1"
"253","MOBP"
"254","PPP1R12A"
"255","RPL26"
"256","SESN3"
"257","SDCCAG8"
"258","DCLK1"
"259","RGS10"
"260","NAPG"
"261","RNF146"
"262","SOX2"
"263","CAMSAP1"
"264","TRIM59"
"265","CBX1"
"266","TCEA2"
"267","MT-ND6"
"268","TMEM47"
"269","ARHGDIB"
"270","RPS20"
"271","DYNLL1"
"272","RASSF8"
"273","RPL19"
"274","ATXN1"
"275","ST13"
"276","GLOD4"
"277","MYL9"
"278","ACBD5"
"279","KCTD12"
"280","NECAB1"
"281","ATP5MF"
"282","LMO2"
"283","ARGLU1"
"284","PMP2"
"285","DGUOK"
"286","ERGIC2"
"287","ID4"
"288","RIF1"
"289","KIF1C"
"290","IFT81"
"291","SLC38A1"
"292","EIF2S2"
"293","DDAH1"
"294","S100A11"
"295","TCTEX1D2"
"296","CGGBP1"
"297","HINT3"
"298","NUDT3"
"299","WDR60"
"300","CAMLG"
"301","RHOA"
"302","ZMYM4"
"303","ZHX3"
"304","BNIP2"
"305","UBE2E1"
"306","UBXN4"
"307","ZMYND11"
"308","PCF11"
"309","GTF2A1"
"310","EXOC7"
"311","ZNF644"
"312","REST"
"313","MT1F"
"314","RAP2A"
"315","TCEAL7"
"316","LARP7"
"317","CWC15"
"318","STAT2"
"319","FAM91A1"
"320","HNRNPH1"
"321","NEK7"
"322","MYO9B"
"323","PYROXD1"
"324","H2AFZ"
"325","BCAS1"
"326","RIMS1"
"327","OSGIN2"
"328","FAM217B"
"329","SF3B3"
"330","ACTA2"
"331","TWF1"
"332","CPEB4"
"333","CPNE3"
"334","EVL"
"335","PPFIA2"
"336","HLA-A"
"337","GABRG1"
"338","POLR2B"
"339","TP53TG5"
"340","PIAS1"
"341","PPP2R5E"
"342","TP53INP2"
"343","PGGT1B"
"344","MAG"
"345","ZFP36L2"
"346","PAIP2"
"347","ISG15"
"348","NCBP3"
"349","APPL1"
"350","GOLGB1"
"351","DNAJC13"
"352","HHIP"
"353","CHD9"
"354","GLRX3"
"355","C9orf16"
"356","DROSHA"
"357","FNDC3A"
"358","PNISR"
"359","TXNL1"
"360","LGI4"
"361","KPNA4"
"362","MAP3K2"
"363","LDHA"
"364","NDUFAF2"
"365","SGMS1"
"366","ZSWIM8"
"367","RAB11A"
"368","HLA-DPB1"
"369","EIF2B2"
"370","C1orf61"
"371","SP4"
"372","AKT3"
"373","GSTO2"
"374","BAG1"
"375","SRGAP2C"
"376","GTDC1"
"377","CIT"
"378","PHACTR3"
"379","ABHD17B"
"380","FAM69A"
"381","MADD"
"382","MPV17"
"383","TRPS1"
"384","COA7"
"385","COX7A1"
"386","RIDA"
"387","SOCS5"
"388","LAMTOR3"
"389","ZFC3H1"
"390","ABI2"
"391","NUDT6"
"392","ATG12"
"393","DCAF6"
"394","TMEM14B"
"395","MPHOSPH8"
"396","MSH2"
"397","CCDC174"
"398","IFI27"
"399","AK5"
"400","NPAS3"
"401","MRPL24"
"402","ENHO"
"403","MTRNR2L8"
"404","LASP1"
"405","NDUFS4"
"406","FUK"
"407","SEPT11"
"408","TAF12"
"409","CAMTA1"
"410","PCCB"
"411","CCNH"
"412","FAM162A"
"413","GSK3A"
"414","SRSF10"
"415","KIAA1109"
"416","FRA10AC1"
"417","ALDH1A1"
"418","GPBP1"
"419","UBXN7"
"420","DYNLT1"
"421","PQLC1"
"422","ABHD10"
"423","GABPA"
"424","KTN1"
"425","ZNF333"
"426","FCGRT"
"427","ENAH"
"428","BBX"
"429","SEC11A"
"430","KPNA1"
"431","RWDD1"
"432","FADS2"
"433","SEPT4"
"434","GPR17"
"435","CYB5R2"
"436","MBP"
"437","BCLAF1"
"438","NSA2"
"439","PHF3"
"440","EPB41L4A-AS1"
"441","STT3B"
"442","IMPDH2"
"443","RPS6KA2"
"444","ADAR"
"445","ARAP2"
"446","TCEA1"
"447","TAGLN3"
"448","ANXA6"
"449","ZNF266"
"450","FN1"
"451","ABCG2"
"452","ESF1"
"453","JAKMIP2"
"454","PPFIBP1"
"455","VDAC3"
"456","FBXO32"
"457","RPA3"
"458","MAPK9"
"459","FLNA"
"460","ITM2A"
"461","FN3KRP"
"462","CLTB"
"463","IFI6"
"464","TAPT1"
"465","SMAD9"
"466","KMT2A"
"467","PDE4DIP"
"468","SPAG16"
"469","PPP2R3C"
"470","ROCK2"
"471","GOLIM4"
"472","TCP1"
"473","TAOK1"
"474","EI24"
"475","SENP7"
"476","ABR"
"477","USH1C"
"478","SPCS3"
"479","LRP6"
"480","DLL1"
"481","KAT5"
"482","LRRC8D"
"483","HAGLR"
"484","PTP4A2"
"485","CALU"
"486","KLF2"
"487","KBTBD8"
"488","PRDX4"
"489","CHURC1"
"490","EFCAB14"
"491","EPAS1"
"492","C6orf106"
"493","POLR2D"
"494","PAPOLA"
"495","TPD52L1"
"496","CPSF1"
"497","PEF1"
"498","TMEM209"
"499","ITSN2"
"500","DAPK3"
