"","x"
"235","TCEAL5"
"236","PCM1"
"237","CHD2"
"238","SNORC"
"239","MTSS1L"
"240","ADCYAP1R1"
"241","FGD6"
"242","DYNC1LI2"
"243","EZR"
"244","HMGN2"
"245","PLPP3"
"246","TUT4"
"247","TCEAL4"
"248","CLIP1"
"249","GAPDH"
"250","DARS"
"251","MLC1"
"252","TXNIP"
"253","EVI5"
"254","SSB"
"255","RIMS1"
"256","CTNND2"
"257","SPARCL1"
"258","TAX1BP1"
"259","LUC7L3"
"260","IFI44L"
"261","ATP5MD"
"262","TMX4"
"263","SERBP1"
"264","RB1CC1"
"265","CCDC80"
"266","DDAH1"
"267","FN1"
"268","TBCA"
"269","JAKMIP2"
"270","LRRC6"
"271","TAF15"
"272","MT-ND2"
"273","CEP290"
"274","SYNJ2BP"
"275","CDKL3"
"276","IL6ST"
"277","SCAPER"
"278","APPL1"
"279","ITGB8"
"280","LSAMP"
"281","CNTLN"
"282","ZNHIT6"
"283","PSD3"
"284","ARHGAP12"
"285","EMX2"
"286","PRPF40A"
"287","MAF"
"288","IDNK"
"289","GPBP1"
"290","IL17D"
"291","SOCS4"
"292","APLF"
"293","SUMO1"
"294","PPP1R1A"
"295","RBM25"
"296","RGS5_ENSG00000143248"
"297","CAMTA1"
"298","RARS"
"299","ABI2"
"300","CIR1"
"301","SETD2"
"302","ZNF292"
"303","ID2"
"304","DNAL1"
"305","CCDC146"
"306","VPS13C"
"307","CFAP43"
"308","FAM171B"
"309","DYNC2H1"
"310","GOLM1"
"311","SCP2"
"312","PRDX6"
"313","CDK13"
"314","FKBP3"
"315","HNRNPH3"
"316","BDP1"
"317","CNTN1"
"318","UBXN4"
"319","FER"
"320","RPL13"
"321","AZIN1"
"322","DCLK1"
"323","TIMP3"
"324","SET"
"325","STAU2"
"326","PAPOLA"
"327","TRPS1"
"328","KPNA5"
"329","HTATSF1"
"330","MKLN1"
"331","TAB2"
"332","SYNE1"
"333","IFT74"
"334","NCOR1"
"335","ANKRD36C"
"336","MYBPC1"
"337","TEX9"
"338","A2M"
"339","SOX9"
"340","TCEAL9"
"341","ID4"
"342","ZNF638"
"343","ST13"
"344","PPP1CB"
"345","BOD1L1"
"346","AC120042.3"
"347","LINC01094"
"348","CHD9"
"349","CHN1"
"350","TNC"
"351","CGNL1"
"352","TMEM123"
"353","ERC1"
"354","RDX"
"355","NET1"
"356","CFAP47"
"357","CETN2"
"358","TRIM44"
"359","PHF3"
"360","HNRNPA3"
"361","UGP2"
"362","HNRNPD"
"363","DDX17"
"364","PCNP"
"365","AIDA"
"366","ARID4B"
"367","IGHG4"
"368","IFT88"
"369","SPTBN1"
"370","NR2F1"
"371","NFIB"
"372","HOOK3"
"373","ACTR2"
"374","OPTN"
"375","CDC26"
"376","PLEKHA5"
"377","MT3"
"378","IGLC2"
"379","PPP4R3B"
"380","ADGRA3"
"381","C11orf58"
"382","NCBP2"
"383","STK33"
"384","DPP10"
"385","IFI27L2"
"386","TRIP11"
"387","ADGRV1"
"388","SPOP"
"389","ENHO"
"390","CRYZL1"
"391","BAZ1A"
"392","FAM204A"
"393","ITSN2"
"394","CASC3"
"395","EPAS1"
"396","SPAG16"
"397","EFEMP1"
"398","METTL5"
"399","MS4A6A"
"400","SNAP25"
"401","MT-ND1"
"402","TJP1"
"403","CMPK1"
"404","CCDC30"
"405","GNPTAB"
"406","DZIP3"
"407","TMEM232"
"408","RBM17"
"409","ZNF664"
"410","JPX"
"411","EIF3M"
"412","HP1BP3"
"413","PTK2"
"414","NPAS3"
"415","UFM1"
"416","AKAP9"
"417","PARG"
"418","RPS27L"
"419","CCAR1"
"420","ARAP2"
"421","KIF21A"
"422","SLK"
"423","SLMAP"
"424","EXOC6B"
"425","MT1E"
"426","CDC27"
"427","PCGF5"
"428","SLC2A1"
"429","NADK2"
"430","METTL7A"
"431","NEK11"
"432","FGF1"
"433","USP8"
"434","PDE4DIP"
"435","MAP3K20"
"436","ATP1A2"
"437","AQP1"
"438","HMGB1"
"439","LIX1"
"440","ANGPT1"
"441","ARHGEF12"
"442","MAP3K5"
"443","PNRC2"
"444","EIF3J"
"445","DOCK7"
"446","KMT2C"
"447","KIF2A"
"448","CLDND1"
"449","PRRC2C"
"450","RABEP1"
"451","SRRM1"
"452","SNHG25"
"453","FYB1"
"454","ZC3H6"
"455","UBE2Q2"
"456","KIAA2026"
"457","PPM1K"
"458","BAZ1B"
"459","DYNC1I2"
"460","TOB1"
"461","CELF2"
"462","MIER1"
"463","ZBTB37"
"464","AK3"
"465","FNBP1L"
"466","MRVI1"
"467","TMA7"
"468","MAP3K13"
"469","ATXN2"
"470","PPP2R5C"
"471","DDX42"
"472","CTSS"
"473","CCDC66"
"474","ZNF106"
"475","SDCBP"
"476","AMOT"
"477","CD24"
"478","TET1"
"479","EIF3E"
"480","ANKRD26"
"481","ACBD3"
"482","NIN"
"483","TSC22D1"
"484","CNIH1"
"485","SRSF11"
"486","BMPR1B"
"487","NTM"
"488","RNPC3"
"489","FLT1"
"490","SYNCRIP"
"491","NPY"
"492","FGFR3"
"493","ZMAT1"
"494","COX20"
"495","CYP4F3"
"496","SKP1"
"497","FBXL13"
"498","HNRNPM"
"499","MSI2"
"500","SLTM"
