"","x"
"165","RPS12"
"166","HLA-E"
"167","NEK7"
"168","AMD1"
"169","CA2"
"170","ATP1B2"
"171","NECTIN1"
"172","IFITM3"
"173","HNRNPA1"
"174","CHCHD10"
"175","TUBB"
"176","MGST1"
"177","OST4"
"178","ACTG1"
"179","AHNAK"
"180","ZDHHC2"
"181","TP53INP2"
"182","GNG12"
"183","ATP1A1"
"184","HSPB8"
"185","ITGB1"
"186","TCEAL7"
"187","SLC38A1"
"188","FUT9"
"189","MT-ATP8"
"190","HLA-B"
"191","TMEM144"
"192","PPP1R1B"
"193","MARCKS"
"194","ID4"
"195","TAGLN"
"196","ZFYVE16"
"197","IFNGR1"
"198","GALNT6"
"199","HACD3"
"200","SEPT8"
"201","ZMYM2"
"202","SF3B1"
"203","ITGB8"
"204","RNF10"
"205","ANKIB1"
"206","BPTF"
"207","PRDX6"
"208","FKBP8"
"209","EZR"
"210","NPM1"
"211","SRCIN1"
"212","DPP7"
"213","TMEM184C"
"214","SYNPO2"
"215","WIPI2"
"216","SAT1"
"217","BEX3"
"218","RHOBTB3"
"219","GNAI2"
"220","COL16A1"
"221","PLCL1"
"222","EFEMP1"
"223","GAB2"
"224","DNAJB2"
"225","MACF1"
"226","BIN1"
"227","LSS"
"228","NAIP"
"229","MTPN"
"230","GRB2"
"231","GMFB"
"232","SDC4"
"233","MSI2"
"234","LAMP1"
"235","CTSB"
"236","BAALC"
"237","RAP1GDS1"
"238","PLEKHH1"
"239","CRYAB"
"240","CWC15"
"241","STMN4"
"242","RAP1A"
"243","CPEB4"
"244","CASC4"
"245","LTBP3"
"246","SCAMP3"
"247","DTNA"
"248","MRO"
"249","SRSF5"
"250","RPLP1"
"251","RNASE1"
"252","ZDHHC17"
"253","ROGDI"
"254","ANAPC5"
"255","DNAJC8"
"256","DPY30"
"257","MGST3"
"258","SPART"
"259","TTL"
"260","SRI"
"261","TPR"
"262","GGCX"
"263","GOLIM4"
"264","BRWD1"
"265","USP9Y"
"266","ATM"
"267","PAWR"
"268","EIF3A"
"269","ENAH"
"270","RAB22A"
"271","NACA"
"272","CTNNA3"
"273","BEST1"
"274","COL18A1"
"275","COL9A2"
"276","NNT-AS1"
"277","DCAF10"
"278","TTC37"
"279","NR2C1"
"280","PAQR4"
"281","PTPA"
"282","TJP1"
"283","TOMM7"
"284","ZBTB25"
"285","ELOVL1"
"286","EPAS1"
"287","SNX27"
"288","CFH"
"289","GABARAP"
"290","KIF1A"
"291","RAB11B"
"292","BRD2"
"293","HSPE1"
"294","LAPTM4A"
"295","AMOTL2"
"296","SSFA2"
"297","C4orf48"
"298","ADGRG1"
"299","DAAM2"
"300","CNDP1"
"301","RPS4X"
"302","VDAC1"
"303","TFPT"
"304","USP46"
"305","RRAGA"
"306","LNPEP"
"307","CSF1R"
"308","TENT2"
"309","ITPR2"
"310","CASC3"
"311","MIGA1"
"312","HDDC2"
"313","CLK1"
"314","FBXO2"
"315","GPRC5B"
"316","SCRN1"
"317","KCTD12"
"318","CETN2"
"319","RPAIN"
"320","MOXD1"
"321","HLA-DRA"
"322","LRRC58"
"323","NUP214"
"324","RNF213"
"325","FGFR3"
"326","SERINC3"
"327","TSC22D4"
"328","FAM181B"
"329","SPTAN1"
"330","PSMC5"
"331","EIF3G"
"332","YPEL4"
"333","ACTR1B"
"334","PPP2R2B"
"335","NSL1"
"336","TIMP3"
"337","SPX"
"338","RBM5"
"339","PSMA3"
"340","PREX2"
"341","NUDT3"
"342","CUL4B"
"343","KBTBD11"
"344","ALDH9A1"
"345","MINDY2"
"346","MT1G"
"347","BEX4"
"348","RHEB"
"349","GAN"
"350","FXR2"
"351","POLR2F"
"352","RABAC1"
"353","RMDN1"
"354","DHCR24"
"355","PSMA7"
"356","MANF"
"357","RICTOR"
"358","SASH1"
"359","ZNF518A"
"360","SEC13"
"361","ATP5PO"
"362","HDLBP"
"363","COX8A"
"364","TUBA1B"
"365","USP14"
"366","TAB2"
"367","HABP4"
"368","USP34"
"369","PDAP1"
"370","EEF1B2"
"371","EDF1"
"372","FGF2"
"373","KLC1"
"374","RPL39"
"375","ADGRA3"
"376","RALGDS"
"377","TMEM47"
"378","UCHL1"
"379","AFF1"
"380","NR2F1"
"381","HHATL"
"382","ARAP2"
"383","CARHSP1"
"384","HIP1"
"385","SLC35D2"
"386","VAPB"
"387","C5orf24"
"388","FAM50A"
"389","GNPAT"
"390","FAM107B"
"391","DNER"
"392","GALT"
"393","PCBP4"
"394","ACAP3"
"395","EIF5A"
"396","LACC1"
"397","S100A13"
"398","SCRG1"
"399","SLC5A11"
"400","OSGIN2"
"401","MYO10"
"402","AGAP6"
"403","RPL3"
"404","FOS"
"405","SNAPIN"
"406","RAB11FIP4"
"407","FXYD1"
"408","FANCL"
"409","CNTN2"
"410","MDH1"
"411","GABBR1"
"412","AGPAT3"
"413","MRVI1"
"414","HSPA9"
"415","SLC3A2"
"416","CHST2"
"417","ARHGEF4"
"418","GNA13"
"419","SOX9"
"420","TRAK2"
"421","CCDC82"
"422","ANKRD10"
"423","WDR20"
"424","RGS11"
"425","VPS13B"
"426","HLA-DRB5"
"427","PET100"
"428","COPB1"
"429","FAM173A"
"430","PTPN4"
"431","SNTA1"
"432","METRN"
"433","MED13"
"434","KCNJ10"
"435","MAL"
"436","SH3PXD2A"
"437","IGSF11"
"438","ZFAS1"
"439","N4BP2L2"
"440","LUC7L2"
"441","TMEM165"
"442","SPSB3"
"443","ABI2"
"444","NUMA1"
"445","FLNB"
"446","ATP6V0B"
"447","ARFGAP1"
"448","IGFBP5"
"449","ARGLU1"
"450","BTAF1"
"451","AEBP2"
"452","TMEM170B"
"453","ANLN"
"454","GPR34"
"455","PPP1R11"
"456","CAMK2B"
"457","MRPL57"
"458","CERS1"
"459","MRPS15"
"460","PAPSS1"
"461","MOB1B"
"462","MAP3K7"
"463","HEPN1"
"464","ASPH"
"465","CNTFR"
"466","COX4I1"
"467","CEBPA"
"468","VDAC2"
"469","CDR1"
"470","SEPT11"
"471","MRPL20"
"472","JUN"
"473","LRP2"
"474","SMIM30"
"475","COX11"
"476","ZNF24"
"477","HOOK3"
"478","SMC5"
"479","ZNF638"
"480","FAM162A"
"481","HSP90B1"
"482","NDUFA6"
"483","FAM198B"
"484","RABEP1"
"485","FYB1"
"486","SNRPN"
"487","RUNDC3A"
"488","AL023284.4"
"489","SEM1"
"490","SRSF6"
"491","LDHA"
"492","MAP7"
"493","MICU3"
"494","LRP1"
"495","CCNI"
"496","CCDC130"
"497","SOS1"
"498","TUT7"
"499","KAT2A"
"500","RAP2A"
