"","x"
"239","C11orf54"
"240","MT1X"
"241","TJP2"
"242","PTPN23"
"243","TFRC"
"244","RRNAD1"
"245","LINC01549"
"246","TNFRSF13C"
"247","GIT1"
"248","PSMC6"
"249","SMG1"
"250","PHLDB1"
"251","BRK1"
"252","S100A11"
"253","ZNF562"
"254","PMP22"
"255","GTDC1"
"256","DAAM2"
"257","HEPN1"
"258","SFRP2"
"259","SRI"
"260","KIDINS220"
"261","FAF1"
"262","GNAI1"
"263","CFL1"
"264","PSRC1"
"265","NECAB1"
"266","MRPS34"
"267","SPTBN1"
"268","FAR1"
"269","RGS10"
"270","RPS13"
"271","HSPB1"
"272","MEF2A"
"273","SEPT8"
"274","WDTC1"
"275","SSBP1"
"276","FOXK2"
"277","AC009041.2"
"278","CALM2"
"279","OPTN"
"280","DPYSL3"
"281","UBE2D1"
"282","MYO10"
"283","WNK1"
"284","LSM6"
"285","MT-ND6"
"286","COLGALT2"
"287","METTL21A"
"288","LRRK1"
"289","HIGD1A"
"290","FAM102A"
"291","GNAO1"
"292","TAF12"
"293","NDUFB8"
"294","TRAK2"
"295","CCDC85B"
"296","MYEF2"
"297","MUL1"
"298","ARHGDIB"
"299","SRP14"
"300","SEC62"
"301","OLIG1"
"302","NDUFA4"
"303","KMT5A"
"304","EEF1B2"
"305","ABHD2"
"306","IER5L"
"307","BRIX1"
"308","MTMR6"
"309","AIF1L"
"310","GTF2I"
"311","SVIP"
"312","CCL2"
"313","CCDC115"
"314","AMOTL2"
"315","POLR2L"
"316","SDCBP"
"317","CALCOCO1"
"318","S100A10"
"319","HBS1L"
"320","PUM1"
"321","POLR2I"
"322","CALHM5"
"323","THOP1"
"324","SKA2"
"325","CD99"
"326","ZNF644"
"327","LAPTM5"
"328","SET"
"329","CNTN2"
"330","UBA2"
"331","FKBP2"
"332","SCCPDH"
"333","CEP85"
"334","LGALS1"
"335","HNRNPA1"
"336","KTN1"
"337","PPDPF"
"338","NOS1"
"339","RNH1"
"340","NAP1L1"
"341","TYW3"
"342","MIF"
"343","CSRP2"
"344","CHST2"
"345","ZRANB1"
"346","PTMA"
"347","CHERP"
"348","NOP53"
"349","ZSWIM6"
"350","TBP"
"351","MDM1"
"352","NHLRC2"
"353","NUP62"
"354","MANSC1"
"355","HLA-E"
"356","NEK7"
"357","GLI4"
"358","PRMT2"
"359","NDUFB11"
"360","KIF5C"
"361","ISCU"
"362","CTDNEP1"
"363","TTC3"
"364","HLA-A"
"365","HNRNPDL"
"366","FAM96B"
"367","MACROD2"
"368","TMED10"
"369","XPO1"
"370","PRRC2B"
"371","XRCC6"
"372","KCTD12"
"373","CX3CR1"
"374","KIF1C"
"375","RTF2"
"376","MBTPS1"
"377","PKP4"
"378","NHP2"
"379","SSRP1"
"380","PTPRZ1"
"381","GNE"
"382","SESTD1"
"383","AC103770.1"
"384","SERBP1"
"385","WWP1"
"386","TUBA1B"
"387","AP000802.1"
"388","C11orf58"
"389","RBM23"
"390","TYW1B"
"391","WSB1"
"392","MRPS18B"
"393","PADI2"
"394","WASF2"
"395","STXBP2"
"396","BTF3L4"
"397","MRPL22"
"398","DKK3"
"399","EIF3B"
"400","RANBP1"
"401","ARFGEF1"
"402","TMEM98"
"403","UBE2I"
"404","NEAT1"
"405","ALAD"
"406","IRS2"
"407","FAM229B"
"408","DLC1"
"409","RAD21"
"410","DUOX1"
"411","UVSSA"
"412","ACAP1"
"413","RBM25"
"414","RPL8"
"415","MYO6"
"416","SEC61G"
"417","CHCHD2"
"418","TMA16"
"419","ZDHHC20"
"420","NAP1L4"
"421","ESF1"
"422","GUK1"
"423","IFI27"
"424","AP2M1"
"425","FUT8"
"426","TBC1D28"
"427","FGF1"
"428","TARS2"
"429","QDPR"
"430","AMER2"
"431","TBK1"
"432","MTRNR2L8"
"433","PRRC2C"
"434","SPTAN1"
"435","TUSC2"
"436","INPP5D"
"437","FOXRED1"
"438","HNRNPA2B1"
"439","EPB41L3"
"440","DST"
"441","PNMA2"
"442","XRCC4"
"443","TGFBR2"
"444","C16orf45"
"445","FUS"
"446","HSPA1B"
"447","PAIP2"
"448","ENSA"
"449","ATM"
"450","AGTPBP1"
"451","NMRAL1"
"452","SMDT1"
"453","VWF"
"454","HSPA9"
"455","PI4K2B"
"456","NTM"
"457","UBXN1"
"458","AURKAIP1"
"459","EIF3H"
"460","ACSS1"
"461","CORO1C"
"462","PJA2"
"463","ZSCAN26"
"464","EEF1D"
"465","HLA-C"
"466","TTYH2"
"467","PSEN1"
"468","GPHN"
"469","SSR2"
"470","CRIM1"
"471","CTBP1"
"472","NPIPA1"
"473","ZFYVE26"
"474","LINC00957"
"475","SOCS4"
"476","USP36"
"477","SF3B6"
"478","PEA15"
"479","VAMP7"
"480","MT1G"
"481","NCOA7"
"482","NADSYN1"
"483","UCHL1"
"484","DYNC1H1"
"485","TKT"
"486","FIS1"
"487","AL139274.2"
"488","EIF3A"
"489","AC124016.1"
"490","TPP1"
"491","NUDT15"
"492","CSRP1"
"493","RBM10"
"494","RASGRF1"
"495","UBB"
"496","POLR2G"
"497","CSF1R"
"498","PINK1"
"499","ZBTB20"
"500","TXNDC17"
