"","x"
"120","SHTN1"
"121","SCD"
"122","ID3"
"123","AL359091.1"
"124","KCNMB4"
"125","APOD"
"126","AMER2"
"127","S100A11"
"128","B2M"
"129","GSN"
"130","NKTR"
"131","TPPP"
"132","MAP4K4"
"133","TUBB2B"
"134","HLA-DPA1"
"135","DST"
"136","SON"
"137","RPS2"
"138","TP53INP2"
"139","PPFIA2"
"140","TTC3"
"141","ANXA1"
"142","TTYH2"
"143","LINC00844"
"144","NKX6-2"
"145","CHI3L2"
"146","HBB"
"147","PTPRZ1"
"148","FAR1"
"149","CPNE2"
"150","HBA2"
"151","AC018647.1"
"152","ZEB2"
"153","SELENOP"
"154","HLA-DRB1"
"155","SECISBP2L"
"156","KANK1"
"157","TMSB4X"
"158","IFITM3"
"159","CDK18"
"160","STAT2"
"161","BACE1"
"162","SYT11"
"163","SLC44A1"
"164","ARRDC4"
"165","MYLK"
"166","ZBTB20"
"167","FAM107B"
"168","RPL37"
"169","ARIH1"
"170","ATP6V1E1"
"171","FMNL2"
"172","SLC48A1"
"173","TBL1XR1"
"174","KCTD3"
"175","HNRNPK"
"176","RTN4"
"177","CBR1"
"178","DYNC1I2"
"179","OXLD1"
"180","LAPTM5"
"181","LGALS1"
"182","SEPT2"
"183","CD99"
"184","AK5"
"185","ZNF330"
"186","CASC4"
"187","DNAJC10"
"188","SH3GL3"
"189","JUNB"
"190","TESK2"
"191","RPL30"
"192","ABCA2"
"193","ROGDI"
"194","PHB"
"195","ZNF326"
"196","C9orf3"
"197","ANLN"
"198","DDX17"
"199","METTL2B"
"200","CAMK2N1"
"201","ASPH"
"202","BCAS1"
"203","LSS"
"204","DPP8"
"205","CERCAM"
"206","TMEM98"
"207","IDI1"
"208","ARHGAP21"
"209","ZNF281"
"210","KIF1A"
"211","KLK6"
"212","OGFRL1"
"213","TMEM232"
"214","CCDC66"
"215","COBL"
"216","LARP6"
"217","GOLIM4"
"218","CMTM5"
"219","PRR18"
"220","CPT1C"
"221","TRPC4AP"
"222","MTMR9"
"223","NDRG1"
"224","OSBPL1A"
"225","MT-ND2"
"226","RPL23"
"227","HLA-C"
"228","PIK3CB"
"229","MYRF"
"230","PLEKHB1"
"231","HNRNPDL"
"232","CX3CR1"
"233","PIGL"
"234","OMG"
"235","FAM107A"
"236","AC097662.1"
"237","ZDHHC2"
"238","RPL34"
"239","STMN4"
"240","FXYD6"
"241","PCNP"
"242","CACNB4"
"243","CSF1R"
"244","SEMA3B"
"245","NAA50"
"246","IGFBP5"
"247","FGFR2"
"248","HERC1"
"249","PAIP2"
"250","PEBP1"
"251","CAPZA2"
"252","HNRNPD"
"253","SELENOW"
"254","POLD2"
"255","RBKS"
"256","FANCL"
"257","GPM6A"
"258","ASL"
"259","KIRREL3"
"260","TUBGCP6"
"261","APBB1"
"262","ZIC1"
"263","PPP4C"
"264","IGHGP"
"265","PPP1CC"
"266","FAF1"
"267","MVB12B"
"268","COL16A1"
"269","FAM168B"
"270","IMPAD1"
"271","MT-CO1"
"272","UFM1"
"273","CLK1"
"274","CCDC186"
"275","CPEB2"
"276","RPS14"
"277","ZNF638"
"278","HINT3"
"279","MAN1C1"
"280","LIMCH1"
"281","GAMT"
"282","PPRC1"
"283","NDUFV1"
"284","TIAL1"
"285","CYB5R3"
"286","ZNF189"
"287","LDHB"
"288","PINK1"
"289","SLC1A1"
"290","RPL7"
"291","NT5C"
"292","BASP1"
"293","CELF4"
"294","RHOT1"
"295","ASAH1"
"296","LSM14A"
"297","HEPN1"
"298","MARCKS"
"299","STRN"
"300","RNH1"
"301","KDELR2"
"302","PSMC5"
"303","UACA"
"304","MTURN"
"305","CLIP4"
"306","F3"
"307","ANKS1B"
"308","ATP1B2"
"309","TYROBP"
"310","DPYSL2"
"311","DNAJB6"
"312","TAOK2"
"313","GCC2"
"314","NDFIP2"
"315","AVIL"
"316","TPM1"
"317","AMD1"
"318","ORAI3"
"319","CDKN1C"
"320","CAPN2"
"321","TBCB"
"322","BIN1"
"323","XIST"
"324","NT5DC1"
"325","NECAB1"
"326","SRRM1"
"327","SCG2"
"328","ZNF814"
"329","FAM171B"
"330","MLH1"
"331","UBA3"
"332","FRA10AC1"
"333","SNED1"
"334","MACF1"
"335","SYNC"
"336","HUWE1"
"337","CNDP1"
"338","SLC12A2"
"339","AVEN"
"340","IQCK"
"341","AATK"
"342","COMMD3"
"343","FADS1"
"344","TMEM165"
"345","MPV17"
"346","ADGRG1"
"347","ERBIN"
"348","ARNT"
"349","PHF10"
"350","PLA2G16"
"351","MED18"
"352","REX1BD"
"353","DIP2A"
"354","GCA"
"355","RPL18A"
"356","RPL4"
"357","COX7A2L"
"358","LDHA"
"359","CD53"
"360","HDAC11"
"361","SNRPN"
"362","CTSL"
"363","NUDT16"
"364","CHST14"
"365","PGRMC1"
"366","HDAC2"
"367","LIX1"
"368","NFIA"
"369","CPOX"
"370","ARGLU1"
"371","SMARCA2"
"372","CHST6"
"373","MAX"
"374","KIF1C"
"375","SORT1"
"376","MTUS1"
"377","SC5D"
"378","ACP1"
"379","TTLL7"
"380","JUND"
"381","MAN2A1"
"382","RPL38"
"383","RTTN"
"384","TMEM199"
"385","TRIM41"
"386","RNASET2"
"387","ICK"
"388","ARHGEF12"
"389","PTP4A2"
"390","NUPR1"
"391","RHOB"
"392","CXXC5"
"393","PLCL1"
"394","CNBP"
"395","OAT"
"396","RNF11"
"397","FAM161B"
"398","MED10"
"399","PDE8A"
"400","EPB41L2"
"401","DXO"
"402","VAMP3"
"403","TATDN1"
"404","MPHOSPH8"
"405","HNRNPM"
"406","CRIPT"
"407","RPS15A"
"408","COL4A5"
"409","MARK3"
"410","CD44"
"411","TMEM151A"
"412","PCF11"
"413","DICER1"
"414","ZDHHC9"
"415","MAT2A"
"416","RAB4A"
"417","HHIP"
"418","CCND2"
"419","SPTLC2"
"420","RBM25"
"421","RTN3"
"422","SGPL1"
"423","AC005523.2"
"424","COPB1"
"425","NSUN2"
"426","APC2"
"427","NMT1"
"428","SEPT3"
"429","OLIG2"
"430","CCDC92"
"431","ERBB3"
"432","C19orf25"
"433","DNM2"
"434","DOCK5"
"435","WSB1"
"436","ADAMTS4"
"437","ZFYVE16"
"438","ACLY"
"439","C1orf56"
"440","NOMO1"
"441","PRRC2C"
"442","SNAP25"
"443","ENO1"
"444","TPPP3"
"445","RAP1GDS1"
"446","PAIP2B"
"447","TMEM33"
"448","TBCD"
"449","SH3GLB2"
"450","SMOC1"
"451","APLNR"
"452","LAMP1"
"453","IDS"
"454","SLC38A1"
"455","LIN7C"
"456","NDUFS8"
"457","MYSM1"
"458","TMEM132A"
"459","ZFX"
"460","RGCC"
"461","HSPA2"
"462","LRRC58"
"463","DYRK1A"
"464","SAPCD2"
"465","SENP3"
"466","SLU7"
"467","ARPC1A"
"468","SGCB"
"469","MAP7D1"
"470","AKTIP"
"471","MAF1"
"472","CCL2"
"473","PSMD14"
"474","PCNX1"
"475","MOAP1"
"476","LAMTOR5"
"477","ZRANB2"
"478","C9orf16"
"479","DNM3"
"480","MTR"
"481","MEGF10"
"482","KANSL1L"
"483","TADA2B"
"484","DNAJC6"
"485","ATF3"
"486","GTF2H3"
"487","B3GAT1"
"488","CIB1"
"489","CPLX3"
"490","OARD1"
"491","AC093330.1"
"492","HINT1"
"493","PXDC1"
"494","TMTC2"
"495","AGTPBP1"
"496","MPC1"
"497","DPY30"
"498","MAGED1"
"499","EIF3A"
"500","SGK1"
