"","x"
"123","MAP2K1"
"124","KLC1"
"125","NAPB"
"126","HSP90AB1"
"127","FXYD6"
"128","RPLP2"
"129","PCSK1N"
"130","HLA-B"
"131","CAMK2B"
"132","MT1X"
"133","SYN1"
"134","ERMN"
"135","RPL39"
"136","LMO4"
"137","ANLN"
"138","TMEM59L"
"139","MLLT11"
"140","SYNPR"
"141","DIRAS2"
"142","GSN"
"143","SERPINI1"
"144","MT-ATP6"
"145","NECAB1"
"146","RPLP1"
"147","MOAP1"
"148","PIP4K2A"
"149","RPS19"
"150","ABCA2"
"151","CREG2"
"152","TTYH2"
"153","PRKAR1B"
"154","RAB6B"
"155","ATP2B1"
"156","EVI2A"
"157","IGHGP"
"158","NDUFA4"
"159","SCG5"
"160","PABPC1"
"161","MT1E"
"162","PGAM1"
"163","YWHAB"
"164","PLA2G16"
"165","RGCC"
"166","SH3GL2"
"167","CABP1"
"168","GPX3"
"169","RGS4"
"170","MT-ND1"
"171","S100A10"
"172","GABRA1"
"173","TAGLN3"
"174","HLA-DPA1"
"175","ATP1B1"
"176","RPS2"
"177","HOPX"
"178","NUPR1"
"179","NAP1L2"
"180","CTSB"
"181","ATP1A1"
"182","RPS6"
"183","PRKCB"
"184","PI4KA"
"185","TYROBP"
"186","CLDN5"
"187","NDRG1"
"188","RPL10"
"189","NDRG4"
"190","FTH1"
"191","APLP1"
"192","FBXL16"
"193","CLSTN1"
"194","PHYHIP"
"195","SST"
"196","RTN3"
"197","CDKN1C"
"198","YBX1"
"199","PKM"
"200","SYT4"
"201","HBA1"
"202","VWF"
"203","CALM1"
"204","HLA-E"
"205","SGK1"
"206","DCLK1"
"207","PRNP"
"208","ASAH1"
"209","AGT"
"210","CD44"
"211","NKX6-2"
"212","S100A11"
"213","S100A12"
"214","PRR18"
"215","CELF4"
"216","RPS15A"
"217","NPC2"
"218","AMPH"
"219","RPS23"
"220","GPR37"
"221","RPL18A"
"222","RPS8"
"223","NEFM"
"224","SLC44A1"
"225","PMP22"
"226","DCN"
"227","ANXA1"
"228","SV2B"
"229","PDP1"
"230","SLC14A1"
"231","CNTN2"
"232","RBFOX1"
"233","SV2A"
"234","FBLN1"
"235","CP"
"236","CTSS"
"237","MAP2"
"238","PLLP"
"239","ATP6V1G2"
"240","IGFBP5"
"241","ADIRF"
"242","GALNT15"
"243","CD163"
"244","CYBA"
"245","RPS3"
"246","YWHAZ"
"247","TREM2"
"248","RPS12"
"249","FAM107B"
"250","CPM"
"251","CSRP1"
"252","OPALIN"
"253","SLC12A5"
"254","MEF2C"
"255","HLA-DRB1"
"256","FEZ1"
"257","UBE2QL1"
"258","CD68"
"259","SYP"
"260","ARL6IP1"
"261","IGHM"
"262","NAP1L3"
"263","ADCY1"
"264","RPS13"
"265","GNG3"
"266","TBR1"
"267","ZBTB20"
"268","TUBA1A"
"269","WASF1"
"270","ELOVL1"
"271","GPI"
"272","SOX8"
"273","GPR34"
"274","COX7A1"
"275","IFITM3"
"276","EIF5B"
"277","SIRT2"
"278","RPL11"
"279","TXNIP"
"280","RPL19"
"281","CALY"
"282","BSN"
"283","VCAN"
"284","UGP2"
"285","UQCRH"
"286","FCER1G"
"287","GABRG2"
"288","CLSTN2"
"289","OLR1"
"290","RPS18"
"291","FAM3C"
"292","SNAP91"
"293","IGHG2"
"294","LHPP"
"295","PFKP"
"296","INA"
"297","NEAT1"
"298","FCGR2A"
"299","ID3"
"300","KCTD12"
"301","AL359091.1"
"302","EFEMP1"
"303","AL355075.4"
"304","RASD1"
"305","TMEM130"
"306","CEND1"
"307","FBXW7"
"308","RPS20"
"309","TUBA4A"
"310","LAPTM5"
"311","MT1M"
"312","H3F3B"
"313","CST3"
"314","PLEKHB1"
"315","CDK5R1"
"316","PTK2B"
"317","HLA-C"
"318","NRXN1"
"319","MAFB"
"320","ST18"
"321","EMP1"
"322","MT1G"
"323","HLA-DPB1"
"324","PPP2R1A"
"325","LGALS3"
"326","C21orf91"
"327","OLIG1"
"328","SNCB"
"329","SLAIN1"
"330","SEPT3"
"331","SSR4"
"332","MYRF"
"333","MOG"
"334","ATP6V1A"
"335","ITPR1"
"336","ATP2B2"
"337","ANXA2"
"338","BEX2"
"339","MAP1A"
"340","PSD3"
"341","CAP2"
"342","SCAF11"
"343","LINC00320"
"344","MEG3"
"345","GAD1"
"346","C1QC"
"347","C1QA"
"348","PEG3"
"349","PCDH7"
"350","BOK"
"351","RNASET2"
"352","CYFIP2"
"353","HAPLN2"
"354","MZB1"
"355","EEF1A1"
"356","RPS11"
"357","HPRT1"
"358","GABBR2"
"359","TPI1"
"360","PAK1"
"361","LPL"
"362","YBX3"
"363","CTGF"
"364","TMEM125"
"365","ZFP36L1"
"366","EMP2"
"367","DMTN"
"368","ZNF652"
"369","ATP5F1B"
"370","CTSD"
"371","SCN3B"
"372","CFAP97"
"373","FN1"
"374","PCP4"
"375","HLF"
"376","ITM2A"
"377","SLC4A10"
"378","FYB1"
"379","CAMK2G"
"380","APLNR"
"381","KIAA2026"
"382","SCG2"
"383","TAGLN"
"384","BEX3"
"385","CCDC7"
"386","IGFBP3"
"387","CPVL"
"388","STAMBP"
"389","PAQR8"
"390","LIPA"
"391","MAN1A2"
"392","BPTF"
"393","PLIN1"
"394","DLGAP1"
"395","AZGP1"
"396","CHI3L2"
"397","ALOX5AP"
"398","MS4A6A"
"399","RAB3C"
"400","PTPRZ1"
"401","ACKR1"
"402","CX3CR1"
"403","GRIA2"
"404","PPIA"
"405","CAMK2A"
"406","GABRB2"
"407","CREB5"
"408","PWAR6"
"409","TMEM63A"
"410","HLA-DRB5"
"411","CFH"
"412","SSPN"
"413","HLA-DQB1"
"414","CDK18"
"415","ZNF91"
"416","SNORC"
"417","AXL"
"418","TPPP3"
"419","RPL13"
"420","PLEKHH1"
"421","SCRG1"
"422","MSH6"
"423","PREX1"
"424","CASP9"
"425","CYP4V2"
"426","ANP32B"
"427","ZFP36L2"
"428","RAB3A"
"429","TIMP3"
"430","SDC4"
"431","MGST1"
"432","PLCL1"
"433","MYT1L"
"434","AIF1L"
"435","CCL2"
"436","EVI2B"
"437","EPHB6"
"438","GYPC"
"439","CRHBP"
"440","ANGPTL4"
"441","HHIP"
"442","EEF1A2"
"443","CSF1R"
"444","NINJ2"
"445","FCGR3A"
"446","STMN1"
"447","PRRG1"
"448","VSIG4"
"449","PNMA8A"
"450","KLK6"
"451","CRYM"
"452","C2orf88"
"453","GRIN1"
"454","SULT4A1"
"455","FGF2"
"456","LMO3"
"457","KLHL32"
"458","CDH19"
"459","HAT1"
"460","GUCY1B1"
"461","SCN2A"
"462","LARP7"
"463","CCL4"
"464","TMCC3"
"465","PTPRC"
"466","PREX2"
"467","FRMD4B"
"468","LINC01094"
"469","GOT1"
"470","PTPRN"
"471","CNN3"
"472","KIF19"
"473","NCAPD2"
"474","MAPK1"
"475","ANXA6"
"476","PDGFRA"
"477","NPTX2"
"478","C1S"
"479","TRIM37"
"480","KCNN3"
"481","PDZD2"
"482","ALCAM"
"483","LINC01445"
"484","BEX5"
"485","MEGF10"
"486","ATP5F1A"
"487","WDR44"
"488","SLC31A2"
"489","NSA2"
"490","FA2H"
"491","FGFR2"
"492","TCEAL9"
"493","SYNJ1"
"494","DBI"
"495","CXCR4"
"496","LPAR1"
"497","FXYD5"
"498","LRIG1"
"499","CPQ"
"500","CLMN"
