"","x"
"255","NUCB2"
"256","ASCL1"
"257","LPIN1"
"258","ROCK2"
"259","TGM2"
"260","HELZ"
"261","LYRM7"
"262","SEC62"
"263","ITGB8"
"264","TGFBR3"
"265","TSC22D1"
"266","KLF6"
"267","FGFR3"
"268","ANKRD36C"
"269","MT1G"
"270","RFX4"
"271","SREK1"
"272","AKAP12"
"273","FABP5"
"274","CP"
"275","MIB1"
"276","HSPA4L"
"277","BAALC"
"278","LRRFIP1"
"279","KLHL5"
"280","ZC3H6"
"281","PCDH9"
"282","SLC16A9"
"283","VCL"
"284","AK9"
"285","WDR74"
"286","SENP6"
"287","CD44"
"288","TRAK2"
"289","EMX2"
"290","TNC"
"291","NAP1L1"
"292","RSF1"
"293","RPL19"
"294","CREBRF"
"295","RHOQ"
"296","FXYD1"
"297","FZD3"
"298","GAN"
"299","ABLIM1"
"300","FAM198B"
"301","SSPN"
"302","CASC3"
"303","FABP7"
"304","PODXL"
"305","NADK2"
"306","EIF2AK2"
"307","ZMAT1"
"308","RBM26"
"309","PDLIM5"
"310","IL17D"
"311","PMP2"
"312","PSAP"
"313","OSGIN2"
"314","NR2F2"
"315","ASPH"
"316","PTEN"
"317","TPR"
"318","CRK"
"319","ADGRF5"
"320","USP8"
"321","RASSF8"
"322","METTL7A"
"323","PBX1"
"324","KCNJ3"
"325","ABCG2"
"326","SOX9"
"327","CPE"
"328","RPL23A"
"329","PNN"
"330","SYNE2"
"331","DYNC1LI2"
"332","HOOK3"
"333","HNRNPH3"
"334","MT1E"
"335","CHD2"
"336","SLK"
"337","CDK13"
"338","DOCK7"
"339","JADE1"
"340","ZNF292"
"341","RBM17"
"342","CCND2"
"343","ADIRF"
"344","TPM1"
"345","TPM2"
"346","NPAS3"
"347","ITPR2"
"348","ZNF91"
"349","ETNPPL"
"350","PLOD2"
"351","HLA-B"
"352","CCDC91"
"353","RNF19A"
"354","CLUAP1"
"355","SDCCAG8"
"356","PLSCR4"
"357","RASSF3"
"358","MLF1"
"359","TUT4"
"360","ENKUR"
"361","GRSF1"
"362","CCSER2"
"363","CEP290"
"364","RPL28"
"365","RPL31"
"366","GPM6A"
"367","ANKIB1"
"368","TMEM170A"
"369","GCC2"
"370","BRD4"
"371","NSD3"
"372","CSPP1"
"373","PABPC1"
"374","FOXN3"
"375","IFIT3"
"376","GNG11"
"377","HTATSF1"
"378","DNAJC21"
"379","CYP1B1"
"380","CGNL1"
"381","IGFBP7"
"382","TMTC1"
"383","ARID1B"
"384","CCDC34"
"385","CLOCK"
"386","RAB30"
"387","PON2"
"388","KMT2A"
"389","FAM171B"
"390","MINDY2"
"391","PRPF38B"
"392","NEMF"
"393","MT1F"
"394","SYNM"
"395","CFLAR"
"396","FGD5-AS1"
"397","TACC1"
"398","HBB"
"399","GATM"
"400","KMT2E"
"401","PRPF40A"
"402","STMN1"
"403","CHMP3"
"404","UST"
"405","ANKRD26"
"406","DDX46"
"407","FMN2"
"408","NAT8L"
"409","RABEP1"
"410","ZBTB41"
"411","CIPC"
"412","FARP1"
"413","ANGPT1"
"414","ESAM"
"415","PCGF5"
"416","DPYSL3"
"417","TAX1BP1"
"418","CHPT1"
"419","MAP2"
"420","GMFB"
"421","ROCK1"
"422","KIF21A"
"423","FLNA"
"424","CNKSR2"
"425","FRZB"
"426","HIPK3"
"427","ANP32B"
"428","CAV1"
"429","CTNND2"
"430","BNIP2"
"431","EBF1"
"432","MAP4"
"433","DNAJB4"
"434","AD000090.1"
"435","CTSH"
"436","HIGD1B"
"437","KPNA5"
"438","NKTR"
"439","ADCYAP1R1"
"440","SETD2"
"441","NNAT"
"442","MYO9A"
"443","KCNN3"
"444","IL1RL1"
"445","BMPR2"
"446","TCEAL2"
"447","CCDC173"
"448","YAP1"
"449","N4BP2L2"
"450","HMGN1"
"451","SCG3"
"452","SSFA2"
"453","LINC01088"
"454","DDX42"
"455","HSPH1"
"456","CEP78"
"457","TPST2"
"458","PIK3CA"
"459","BDP1"
"460","DNAJB14"
"461","NEK1"
"462","NEK11"
"463","UGP2"
"464","THOC2"
"465","DNAJC15"
"466","SLC38A1"
"467","CTDSPL"
"468","PCM1"
"469","IQCA1"
"470","APOC1"
"471","SCP2"
"472","CAPS"
"473","CFAP54"
"474","LMO3"
"475","TIMP1"
"476","PHACTR2"
"477","CAMTA1"
"478","ARHGAP26"
"479","DARS"
"480","PSD3"
"481","FAM217B"
"482","JCHAIN"
"483","COLEC12"
"484","SREK1IP1"
"485","CCAR1"
"486","NIN"
"487","JUN"
"488","RPS27L"
"489","LINC00844"
"490","TOP1"
"491","TRIM22"
"492","DEK"
"493","PSMD1"
"494","SMARCC2"
"495","TMEM245"
"496","MED13"
"497","ATF7IP"
"498","YES1"
"499","ATP2B1"
"500","XAF1"
